8/3k4/3p4/8/5K1N/1B3P2/2P4r/8 w - - 1 41,524
8/3k4/3p4/5N2/5K2/1B3P2/2P4r/8 b - - 2 41,430
8/3k4/3p4/5N2/5K2/1B3P2/2P5/7r w - - 3 42,539
8/3k4/3p4/5NK1/8/1B3P2/2P5/7r b - - 4 42,505
8/3k4/3p4/5NK1/8/1B3P2/2P5/5r2 w - - 5 43,487
8/3k4/3p4/5NK1/5P2/1B6/2P5/5r2 b - - 0 43,503
8/3k4/3p4/5NK1/5P2/1B6/2P5/6r1 w - - 1 44,470
8/3k4/3p1K2/5N2/5P2/1B6/2P5/6r1 b - - 2 44,69
8/3k4/3p1K2/5N2/5P2/1B6/2P5/5r2 w - - 3 45,492
8/3k4/3pBK2/5N2/5P2/8/2P5/5r2 b - - 4 45,522
8/8/2kpBK2/5N2/5P2/8/2P5/5r2 w - - 5 46,599
8/8/2kpBK2/8/3N1P2/8/2P5/5r2 b - - 6 46,567
8/8/3pBK2/2k5/3N1P2/8/2P5/5r2 w - - 7 47,599
8/8/3pBK2/2k5/5P2/1N6/2P5/5r2 b - - 8 47,638
8/8/3pBK2/8/1k3P2/1N6/2P5/5r2 w - - 9 48,787
8/8/3pB3/5K2/1k3P2/1N6/2P5/5r2 b - - 10 48,310
8/8/3pB3/5K2/1k3P2/1N6/2P2r2/8 w - - 11 49,393
8/8/3pB3/5K2/1k1N1P2/8/2P2r2/8 b - - 12 49,401
8/8/3pB3/5K2/3N1P2/2k5/2P2r2/8 w - - 13 50,494
8/8/3pB3/1N3K2/5P2/2k5/2P2r2/8 b - - 14 50,330
8/8/3pB3/1N3K2/5P2/8/2k2r2/8 w - - 0 51,401
8/8/3NB3/5K2/5P2/8/2k2r2/8 b - - 0 51,462
r1bqkbnr/pppp1ppp/8/8/3nP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,87
r1bqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KB1R b KQkq - 0 5,96
r1bqkbnr/pppp2pp/5p2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 0 6,233
r1bqkbnr/pppp2pp/5p2/8/2BQP3/8/PPP2PPP/RNB1K2R b KQkq - 1 6,226
r1bqkbnr/p1pp2pp/1p3p2/8/2BQP3/8/PPP2PPP/RNB1K2R w KQkq - 0 7,854
r1bqkbnr/p1pp2pp/1p3p2/3Q4/2B1P3/8/PPP2PPP/RNB1K2R b KQkq - 1 7,851
rnbqkb1r/ppp2ppp/3p1n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,43
rnbqkb1r/ppp2ppp/3p1n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 3 4,41
r1bqkb1r/ppp2ppp/2np1n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 4 5,192
r1bqkb1r/ppp2ppp/2np1n2/4p1N1/2B1P3/2N5/PPPP1PPP/R1BQK2R b KQkq - 5 5,132
r1b1kb1r/ppp1qppp/2np1n2/4p1N1/2B1P3/2N5/PPPP1PPP/R1BQK2R w KQkq - 6 6,294
r1b1kb1r/ppp1qNpp/2np1n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 6,170
r1b1kbr1/ppp1qNpp/2np1n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK2R w KQq - 1 7,256
r1b1kbr1/ppp1q1pp/2nN1n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK2R b KQq - 0 7,-66
r1b1kbr1/pp2q1pp/2np1n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK2R w KQq - 0 8,-65
r1b1kbB1/pp2q1pp/2np1n2/4p3/4P3/2N5/PPPP1PPP/R1BQK2R b KQq - 0 8,-39
r1b1kbn1/pp2q1pp/2np4/4p3/4P3/2N5/PPPP1PPP/R1BQK2R w KQq - 0 9,-13
r1b1kbn1/pp2q1pp/2np4/4p3/4P3/2NP4/PPP2PPP/R1BQK2R b KQq - 0 9,-4
r1b1kb2/pp2q1pp/2np1n2/4p3/4P3/2NP4/PPP2PPP/R1BQK2R w KQq - 1 10,8
r1b1kb2/pp2q1pp/2np1n2/4p3/4P3/2NPB3/PPP2PPP/R2QK2R b KQq - 2 10,-87
r1b1kb2/pp2q1p1/2np1n1p/4p3/4P3/2NPB3/PPP2PPP/R2QK2R w KQq - 0 11,-25
r1b1kb2/pp2q1p1/2np1n1p/4p3/3PP3/2N1B3/PPP2PPP/R2QK2R b KQq - 0 11,-116
r1b1kb2/pp2q1p1/2np1n1p/8/3pP3/2N1B3/PPP2PPP/R2QK2R w KQq - 0 12,-87
r1b1kb2/pp2q1p1/2np1n1p/8/3BP3/2N5/PPP2PPP/R2QK2R b KQq - 0 12,-108
r1b1kb2/pp2q1p1/2np3p/8/3Bn3/2N5/PPP2PPP/R2QK2R w KQq - 0 13,-141
r1b1kb2/pp2q1p1/2np3p/8/3Bn3/2N5/PPP2PPP/R2Q1RK1 b q - 1 13,-195
r1b1kb2/pp2q1p1/2np3p/8/3B4/2n5/PPP2PPP/R2Q1RK1 w q - 0 14,-159
r1b1kb2/pp2q1p1/2np3p/8/8/2B5/PPP2PPP/R2Q1RK1 b q - 0 14,-151
r1b1kb2/p3q1p1/1pnp3p/8/8/2B5/PPP2PPP/R2Q1RK1 w q - 0 15,413
r1b1kb2/p3q1p1/1pnp3p/8/8/2B5/PPP2PPP/R2QR1K1 b q - 1 15,-24
r1b1kb2/p3q1p1/1p1p3p/4n3/8/2B5/PPP2PPP/R2QR1K1 w q - 2 16,483
r1b1kb2/p3q1p1/1p1p3p/4B3/8/8/PPP2PPP/R2QR1K1 b q - 0 16,129
r1b1kb2/p3q1p1/1p5p/4p3/8/8/PPP2PPP/R2QR1K1 w q - 0 17,84
r1b1kb2/p3q1p1/1p5p/3Qp3/8/8/PPP2PPP/R3R1K1 b q - 1 17,-91
1rb1kb2/p3q1p1/1p5p/3Qp3/8/8/PPP2PPP/R3R1K1 w - - 2 18,744
1rb1kb2/p3q1p1/1p5p/3QR3/8/8/PPP2PPP/R5K1 b - - 0 18,646
1rb1kb2/p5p1/1p5p/3Qq3/8/8/PPP2PPP/R5K1 w - - 0 19,1018
1rb1kb2/p5p1/1p5p/4Q3/8/8/PPP2PPP/R5K1 b - - 0 19,1002
1rb1k3/p3b1p1/1p5p/4Q3/8/8/PPP2PPP/R5K1 w - - 1 20,1224
1Qb1k3/p3b1p1/1p5p/8/8/8/PPP2PPP/R5K1 b - - 0 20,1225
rnbqkbnr/pppp1ppp/8/4p3/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,15
rnbqkbnr/pppp1ppp/8/4p3/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,26
rnbqkbnr/pppp1ppp/8/8/3p4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,28
rnbqkbnr/pppp1ppp/8/8/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,30
rnbqkb1r/pppp1ppp/5n2/8/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,23
rnbqkb1r/pppp1ppp/5n2/8/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 2 4,13
r1bqkb1r/pppp1ppp/2n2n2/8/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 3 5,95
r1bqkb1r/pppp1ppp/2n2n2/8/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 4 5,24
r1bqk2r/pppp1ppp/2n2n2/8/1b1P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 5 6,41
r1bqk2r/pppp1ppp/2n2n2/8/1b1P4/P1N2N2/1PP2PPP/R1BQKB1R b KQkq - 0 6,0
r1bqk2r/pppp1ppp/2n2n2/b7/3P4/P1N2N2/1PP2PPP/R1BQKB1R w KQkq - 1 7,68
r1bqk2r/pppp1ppp/2n2n2/bB6/3P4/P1N2N2/1PP2PPP/R1BQK2R b KQkq - 2 7,23
r1bqk2r/1ppp1ppp/p1n2n2/bB6/3P4/P1N2N2/1PP2PPP/R1BQK2R w KQkq - 0 8,25
r1bqk2r/1ppp1ppp/p1B2n2/b7/3P4/P1N2N2/1PP2PPP/R1BQK2R b KQkq - 0 8,-12
r1bqk2r/1pp2ppp/p1p2n2/b7/3P4/P1N2N2/1PP2PPP/R1BQK2R w KQkq - 0 9,1
r1bqk2r/1pp2ppp/p1p2n2/b7/3P4/P1N2N2/1PP1QPPP/R1B1K2R b KQkq - 1 9,-47
r2qk2r/1pp2ppp/p1p1bn2/b7/3P4/P1N2N2/1PP1QPPP/R1B1K2R w KQkq - 2 10,-36
r2qk2r/1pp2ppp/p1p1bn2/b5B1/3P4/P1N2N2/1PP1QPPP/R3K2R b KQkq - 3 10,-40
r2q1rk1/1pp2ppp/p1p1bn2/b5B1/3P4/P1N2N2/1PP1QPPP/R3K2R w KQ - 4 11,-19
r2q1rk1/1pp2ppp/p1p1bn2/b5B1/3P4/P1N2N2/1PP1QPPP/2KR3R b - - 5 11,-124
r2q1rk1/1pp2pp1/p1p1bn1p/b5B1/3P4/P1N2N2/1PP1QPPP/2KR3R w - - 0 12,-23
r2q1rk1/1pp2pp1/p1p1bB1p/b7/3P4/P1N2N2/1PP1QPPP/2KR3R b - - 0 12,-27
r4rk1/1pp2pp1/p1p1bq1p/b7/3P4/P1N2N2/1PP1QPPP/2KR3R w - - 0 13,-27
r4rk1/1pp2pp1/p1p1bq1p/b7/1P1P4/P1N2N2/2P1QPPP/2KR3R b - - 0 13,-95
r4rk1/1pp2pp1/pbp1bq1p/8/1P1P4/P1N2N2/2P1QPPP/2KR3R w - - 1 14,-104
r4rk1/1pp2pp1/pbp1bq1p/4N3/1P1P4/P1N5/2P1QPPP/2KR3R b - - 2 14,-307
r4rk1/1pp2pp1/pbp1b2p/4N1q1/1P1P4/P1N5/2P1QPPP/2KR3R w - - 3 15,-145
r4rk1/1pp2pp1/pbp1b2p/4N1q1/1P1P4/P1N5/2PQ1PPP/2KR3R b - - 4 15,-197
r4rk1/1pp3p1/pbp1bp1p/4N1q1/1P1P4/P1N5/2PQ1PPP/2KR3R w - - 0 16,-116
r4rk1/1ppN2p1/pbp1bp1p/6q1/1P1P4/P1N5/2PQ1PPP/2KR3R b - - 1 16,-623
r4rk1/1ppb2p1/pbp2p1p/6q1/1P1P4/P1N5/2PQ1PPP/2KR3R w - - 0 17,-627
r4rk1/1ppb2p1/pbp2p1p/6Q1/1P1P4/P1N5/2P2PPP/2KR3R b - - 0 17,-633
r4rk1/1ppb2p1/pbp2p2/6p1/1P1P4/P1N5/2P2PPP/2KR3R w - - 0 18,-548
r4rk1/1ppb2p1/pbp2p2/3P2p1/1P6/P1N5/2P2PPP/2KR3R b - - 0 18,-670
r4rk1/1ppb2p1/pb3p2/3p2p1/1P6/P1N5/2P2PPP/2KR3R w - - 0 19,-557
r4rk1/1ppb2p1/pb3p2/3N2p1/1P6/P7/2P2PPP/2KR3R b - - 0 19,-565
r4rk1/1pp3p1/pbb2p2/3N2p1/1P6/P7/2P2PPP/2KR3R w - - 1 20,-525
r4rk1/1pp3p1/pNb2p2/6p1/1P6/P7/2P2PPP/2KR3R b - - 0 20,-624
r4rk1/1p4p1/ppb2p2/6p1/1P6/P7/2P2PPP/2KR3R w - - 0 21,-618
r4rk1/1p4p1/ppb2p2/6p1/1P6/P4P2/2P3PP/2KR3R b - - 0 21,-625
r4rk1/1p4p1/ppb2p2/8/1P4p1/P4P2/2P3PP/2KR3R w - - 0 22,-573
r4rk1/1p4p1/ppb2p2/8/1P4P1/P7/2P3PP/2KR3R b - - 0 22,-605
r4rk1/1p4p1/pp3p2/8/1P4P1/P7/2P3bP/2KR3R w - - 0 23,-499
r4rk1/1p4p1/pp3p2/8/1P4P1/P7/2P3bP/2KR2R1 b - - 1 23,-532
r4rk1/1p4p1/pp3p2/8/1P4P1/P4b2/2P4P/2KR2R1 w - - 2 24,-519
r4rk1/1p4p1/pp3p2/8/1P4P1/P2R1b2/2P4P/2K3R1 b - - 3 24,-501
r4rk1/1p4p1/pp3p2/8/1P2b1P1/P2R4/2P4P/2K3R1 w - - 4 25,-529
r4rk1/1p4p1/pp3p2/8/1P2b1P1/P3R3/2P4P/2K3R1 b - - 5 25,-564
4rrk1/1p4p1/pp3p2/8/1P2b1P1/P3R3/2P4P/2K3R1 w - - 6 26,-503
4rrk1/1p4p1/pp3p2/8/1P2b1P1/P3R3/2P4P/2K1R3 b - - 7 26,-521
4rrk1/1p4p1/ppb2p2/8/1P4P1/P3R3/2P4P/2K1R3 w - - 8 27,-519
4Rrk1/1p4p1/ppb2p2/8/1P4P1/P7/2P4P/2K1R3 b - - 0 27,-534
4r1k1/1p4p1/ppb2p2/8/1P4P1/P7/2P4P/2K1R3 w - - 0 28,-535
4R1k1/1p4p1/ppb2p2/8/1P4P1/P7/2P4P/2K5 b - - 0 28,-544
4b1k1/1p4p1/pp3p2/8/1P4P1/P7/2P4P/2K5 w - - 0 29,-548
4b1k1/1p4p1/pp3p2/8/1P4P1/P7/2PK3P/8 b - - 1 29,-550
4b3/1p4pk/pp3p2/8/1P4P1/P7/2PK3P/8 w - - 2 30,-559
4b3/1p4pk/pp3p2/8/1P4P1/P3K3/2P4P/8 b - - 3 30,-588
8/1p1b2pk/pp3p2/8/1P4P1/P3K3/2P4P/8 w - - 4 31,-587
8/1p1b2pk/pp3p2/8/1P3KP1/P7/2P4P/8 b - - 5 31,-601
8/1p1b2p1/pp3pk1/8/1P3KP1/P7/2P4P/8 w - - 6 32,-511
8/1p1b2p1/pp3pk1/8/1P3KPP/P7/2P5/8 b - - 0 32,-668
8/1p1b2p1/1p3pk1/p7/1P3KPP/P7/2P5/8 w - - 0 33,-520
8/1p1b2p1/1p3pk1/p5P1/1P3K1P/P7/2P5/8 b - - 0 33,-693
8/1p1b2p1/1p4k1/p5p1/1P3K1P/P7/2P5/8 w - - 0 34,-740
8/1p1b2p1/1p4k1/p5P1/1P3K2/P7/2P5/8 b - - 0 34,-771
8/1p4p1/1p4k1/p4bP1/1P3K2/P7/2P5/8 w - - 1 35,-625
8/1p4p1/1p4k1/p4bP1/1P3K2/P1P5/8/8 b - - 0 35,-802
8/1p4p1/1p4k1/5bP1/1p3K2/P1P5/8/8 w - - 0 36,-738
8/1p4p1/1p4k1/5bP1/1P3K2/P7/8/8 b - - 0 36,-883
8/1p4p1/1p4k1/6P1/1P3K2/P7/8/1b6 w - - 1 37,-580
8/1p4p1/1p4k1/6P1/PP3K2/8/8/1b6 b - - 0 37,-658
8/1p3kp1/1p6/6P1/PP3K2/8/8/1b6 w - - 1 38,-497
8/1p3kp1/1p6/P5P1/1P3K2/8/8/1b6 b - - 0 38,-552
8/1p3kp1/8/p5P1/1P3K2/8/8/1b6 w - - 0 39,-549
8/1p3kp1/8/P5P1/5K2/8/8/1b6 b - - 0 39,-602
8/1p3kp1/8/P5P1/5K2/3b4/8/8 w - - 1 40,-421
8/1p3kp1/8/P3K1P1/8/3b4/8/8 b - - 2 40,-512
8/1p3kp1/8/Pb2K1P1/8/8/8/8 w - - 3 41,-512
8/1p3kp1/8/Pb4P1/5K2/8/8/8 b - - 4 41,-622
8/1p3kp1/b7/P5P1/5K2/8/8/8 w - - 5 42,-622
8/1p3kp1/b7/P4KP1/8/8/8/8 b - - 6 42,-614
8/1p3k2/b5p1/P4KP1/8/8/8/8 w - - 0 43,-498
8/1p3k2/b5p1/P3K1P1/8/8/8/8 b - - 1 43,-525
8/1p2k3/b5p1/P3K1P1/8/8/8/8 w - - 2 44,-522
8/1p2k3/b5p1/P5P1/5K2/8/8/8 b - - 3 44,-573
8/1p6/b3k1p1/P5P1/5K2/8/8/8 w - - 4 45,-503
8/1p6/b3k1p1/P5P1/4K3/8/8/8 b - - 5 45,-576
8/1p6/b2k2p1/P5P1/4K3/8/8/8 w - - 6 46,-582
8/1p6/b2k2p1/P5P1/3K4/8/8/8 b - - 7 46,-596
8/1p6/b1k3p1/P5P1/3K4/8/8/8 w - - 8 47,-636
8/1p6/b1k3p1/P5P1/8/2K5/8/8 b - - 9 47,-802
8/1p6/b5p1/Pk4P1/8/2K5/8/8 w - - 10 48,-867
8/1p6/b5p1/Pk4P1/8/1K6/8/8 b - - 11 48,-6140
8/1p6/b5p1/k5P1/8/1K6/8/8 w - - 0 49,-1380
8/1p6/b5p1/k5P1/8/K7/8/8 b - - 1 49,-6299
8/1p6/b5p1/1k4P1/8/K7/8/8 w - - 2 50,-1721
8/1p6/b5p1/1k4P1/8/1K6/8/8 b - - 3 50,-4722
8/1p6/b5p1/2k3P1/8/1K6/8/8 w - - 4 51,-1448
8/1p6/b5p1/2k3P1/8/2K5/8/8 b - - 5 51,-5394
8/1p6/b5p1/3k2P1/8/2K5/8/8 w - - 6 52,-5506
8/1p6/b5p1/3k2P1/8/8/3K4/8 b - - 7 52,-6127
8/1p6/b5p1/4k1P1/8/8/3K4/8 w - - 8 53,-6073
8/1p6/b5p1/4k1P1/8/4K3/8/8 b - - 9 53,-6046
8/1p6/b5p1/5kP1/8/4K3/8/8 w - - 10 54,-938
8/1p6/b5p1/5kP1/8/5K2/8/8 b - - 11 54,-5616
8/1p6/b5p1/6k1/8/5K2/8/8 w - - 0 55,-5325
8/1p6/b5p1/6k1/8/6K1/8/8 b - - 1 55,-6237
8/8/b5p1/1p4k1/8/6K1/8/8 w - - 0 56,-6271
8/8/b5p1/1p4k1/8/5K2/8/8 b - - 1 56,-6347
8/8/b5p1/6k1/1p6/5K2/8/8 w - - 0 57,-6184
8/8/b5p1/6k1/1p6/4K3/8/8 b - - 1 57,-6370
8/8/b5p1/6k1/8/1p2K3/8/8 w - - 0 58,-7171
8/8/b5p1/6k1/8/1p6/3K4/8 b - - 1 58,-7162
8/8/b5p1/6k1/8/8/1p1K4/8 w - - 0 59,-6192
r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,8
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 6 5,25
r1bqk2r/pppp1ppp/2n2n2/2b1p1N1/2B1P3/8/PPPP1PPP/RNBQ1RK1 b kq - 7 5,-60
r1bq1rk1/pppp1ppp/2n2n2/2b1p1N1/2B1P3/8/PPPP1PPP/RNBQ1RK1 w - - 8 6,-61
r1bq1rk1/pppp1Npp/2n2n2/2b1p3/2B1P3/8/PPPP1PPP/RNBQ1RK1 b - - 0 6,-335
r1bq2k1/pppp1rpp/2n2n2/2b1p3/2B1P3/8/PPPP1PPP/RNBQ1RK1 w - - 0 7,-329
r1bq2k1/pppp1Bpp/2n2n2/2b1p3/4P3/8/PPPP1PPP/RNBQ1RK1 b - - 0 7,-305
r1bq4/pppp1kpp/2n2n2/2b1p3/4P3/8/PPPP1PPP/RNBQ1RK1 w - - 0 8,-294
r1bq4/ppp2kpp/2n2n2/2bpp3/4P3/2N5/PPPP1PPP/R1BQ1RK1 w - - 0 9,-363
r1bq4/ppp2kpp/2n2n2/2bpp3/4P3/2N5/PPPP1PPP/R1BQR1K1 b - - 1 9,-639
r1bq2k1/ppp3pp/2n2n2/2bpp3/4P3/2N5/PPPP1PPP/R1BQR1K1 w - - 2 10,-374
r1bq2k1/ppp3pp/2n2n2/2bpp3/4P3/2NP4/PPP2PPP/R1BQR1K1 b - - 0 10,-573
r1bq2k1/ppp3pp/2n2n2/2b1p3/4p3/2NP4/PPP2PPP/R1BQR1K1 w - - 0 11,-314
r1bq2k1/ppp3pp/2n2n2/2b1p3/4N3/3P4/PPP2PPP/R1BQR1K1 b - - 0 11,-366
r1bq2k1/ppp3pp/2n5/2b1p3/4n3/3P4/PPP2PPP/R1BQR1K1 w - - 0 12,-331
r1bq2k1/ppp3pp/2n5/2b1p3/4R3/3P4/PPP2PPP/R1BQ2K1 b - - 0 12,-347
r2q2k1/ppp3pp/2n5/2b1pb2/4R3/3P4/PPP2PPP/R1BQ2K1 w - - 1 13,-363
r2q2k1/ppp3pp/2n5/2b1pb2/2R5/3P4/PPP2PPP/R1BQ2K1 b - - 2 13,-393
r2q2k1/ppp3pp/1bn5/4pb2/2R5/3P4/PPP2PPP/R1BQ2K1 w - - 3 14,-347
r2q2k1/ppp3pp/1bn5/4pb2/2R5/2PP4/PP3PPP/R1BQ2K1 b - - 0 14,-452
r5k1/ppp3pp/1bn5/4pb2/2R5/2Pq4/PP3PPP/R1BQ2K1 w - - 0 15,-490
r5k1/ppp3pp/1bn5/4pb2/2R5/1QPq4/PP3PPP/R1B3K1 b - - 1 15,-1056
r5k1/ppp3pp/1bn1b3/4p3/2R5/1QPq4/PP3PPP/R1B3K1 w - - 2 16,-1033
r5k1/ppp3pp/1bn1b3/4p3/3R4/1QPq4/PP3PPP/R1B3K1 b - - 3 16,-1356
r5k1/ppp3pp/1b2b3/4p3/3n4/1QPq4/PP3PPP/R1B3K1 w - - 0 17,-1361
r5k1/ppp3pp/1b2b3/4p3/3P4/1Q1q4/PP3PPP/R1B3K1 b - - 0 17,-1581
r5k1/ppp3pp/1b6/4p3/3P4/1b1q4/PP3PPP/R1B3K1 w - - 0 18,-1525
rnbqkbnr/pp1ppp1p/6p1/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,17
rnbqkbnr/pp1ppp1p/6p1/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,99
rnbqkbnr/pp1ppp1p/6p1/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,43
rnbqk1nr/pp1pppbp/6p1/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,35
rnbqk1nr/pp1pppbp/6p1/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,60
rnbqk1nr/1p1pppbp/p5p1/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,75
rnbqk1nr/1p1pppbp/p5p1/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq - 1 6,27
rnbqk1nr/1p1p1pbp/p3p1p1/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,39
rnbqk1nr/1p1p1pbp/p3p1p1/8/2BNPB2/2N5/PPP2PPP/R2QK2R b KQkq - 1 7,72
r1bqk1nr/1p1p1pbp/p1n1p1p1/8/2BNPB2/2N5/PPP2PPP/R2QK2R w KQkq - 2 8,296
r1bqk1nr/1p1p1pbp/p1N1p1p1/8/2B1PB2/2N5/PPP2PPP/R2QK2R b KQkq - 0 8,164
r1bqk1nr/3p1pbp/p1p1p1p1/8/2B1PB2/2N5/PPP2PPP/R2QK2R w KQkq - 0 9,203
r1bqk1nr/3p1pbp/p1p1p1p1/8/2B1PB2/2N5/PPP2PPP/R2Q1K1R b kq - 1 9,-5
r1bqk2r/3pnpbp/p1p1p1p1/8/2B1PB2/2N5/PPP2PPP/R2Q1K1R w kq - 2 10,118
r1bqk2r/3pnpbp/p1p1p1p1/8/2B1PB2/2N5/PPP1KPPP/R2Q3R b kq - 3 10,-207
r1bqk2r/4npbp/p1p1p1p1/3p4/2B1PB2/2N5/PPP1KPPP/R2Q3R w kq - 0 11,-150
r1bqk2r/4npbp/p1p1p1p1/3P4/2B2B2/2N5/PPP1KPPP/R2Q3R b kq - 0 11,-389
r1bqk2r/4npbp/p3p1p1/3p4/2B2B2/2N5/PPP1KPPP/R2Q3R w kq - 0 12,-273
r1bqk2r/4npbp/p3p1p1/3p4/5B2/1BN5/PPP1KPPP/R2Q3R b kq - 1 12,-278
r1bq1rk1/4npbp/p3p1p1/3p4/5B2/1BN5/PPP1KPPP/R2Q3R w - - 2 13,-175
r1bq1rk1/4npbp/p3p1p1/3p4/5B2/1BN5/PPP1KPPP/R2QR3 b - - 3 13,-333
r1bq1rk1/4npbp/4p1p1/p2p4/5B2/1BN5/PPP1KPPP/R2QR3 w - - 0 14,-365
r1bq1rk1/4npbp/4p1p1/pN1p4/5B2/1B6/PPP1KPPP/R2QR3 b - - 1 14,-717
r2q1rk1/4npbp/b3p1p1/pN1p4/5B2/1B6/PPP1KPPP/R2QR3 w - - 2 15,-336
r2q1rk1/4npbp/b3p1p1/pN1p4/2P2B2/1B6/PP2KPPP/R2QR3 b - - 0 15,-541
r2q1rk1/4npbp/b3p1p1/pN6/2p2B2/1B6/PP2KPPP/R2QR3 w - - 0 16,-478
r2q1rk1/4npbp/b3p1p1/pN6/2B2B2/8/PP2KPPP/R2QR3 b - - 0 16,-639
r4rk1/4npbp/b3p1p1/pN6/2B2B2/8/PP2KPPP/R2qR3 w - - 0 17,-325
r4rk1/4npbp/b3p1p1/pN6/2B2B2/8/PP2KPPP/3RR3 b - - 0 17,-281
r4rk1/5pbp/b3p1p1/pN3n2/2B2B2/8/PP2KPPP/3RR3 w - - 1 18,-86
r4rk1/5pbp/b3p1p1/pN3n2/2B2B2/8/PP3PPP/3RRK2 b - - 2 18,-92
r4rk1/5pbp/b3p1p1/pN6/2Bn1B2/8/PP3PPP/3RRK2 w - - 3 19,113
r4rk1/5pbp/b3p1p1/p7/2BN1B2/8/PP3PPP/3RRK2 b - - 0 19,-165
r4rk1/5pbp/4p1p1/p7/2bN1B2/8/PP3PPP/3RRK2 w - - 0 20,-166
r4rk1/5pbp/4p1p1/p7/2bN1B2/8/PP3PPP/3RR1K1 b - - 1 20,-198
r4rk1/5pbp/4p1p1/p7/3N1B2/8/bP3PPP/3RR1K1 w - - 0 21,-202
r4rk1/5pbp/4p1p1/pN6/5B2/8/bP3PPP/3RR1K1 b - - 1 21,-346
r4rk1/5pbp/4p1p1/pN1b4/5B2/8/1P3PPP/3RR1K1 w - - 2 22,-106
r4rk1/2N2pbp/4p1p1/p2b4/5B2/8/1P3PPP/3RR1K1 b - - 3 22,-91
3r1rk1/2N2pbp/4p1p1/p2b4/5B2/8/1P3PPP/3RR1K1 w - - 4 23,-92
3r1rk1/5pbp/4p1p1/p2N4/5B2/8/1P3PPP/3RR1K1 b - - 0 23,-69
5rk1/5pbp/4p1p1/p2r4/5B2/8/1P3PPP/3RR1K1 w - - 0 24,-113
5rk1/5pbp/3Bp1p1/p2r4/8/8/1P3PPP/3RR1K1 b - - 1 24,-516
5rk1/5pbp/3Bp1p1/p7/8/8/1P3PPP/3rR1K1 w - - 0 25,-555
5rk1/5pbp/3Bp1p1/p7/8/8/1P3PPP/3R2K1 b - - 0 25,-577
3r2k1/5pbp/3Bp1p1/p7/8/8/1P3PPP/3R2K1 w - - 1 26,-557
3r2k1/5pbp/3Bp1p1/p7/8/8/1P3PPP/3R1K2 b - - 2 26,-599
3r1bk1/5p1p/3Bp1p1/p7/8/8/1P3PPP/3R1K2 w - - 3 27,-587
3r1bk1/5p1p/3Bp1p1/p7/8/8/1P3PPP/3RK3 b - - 4 27,-640
3r2k1/5p1p/3bp1p1/p7/8/8/1P3PPP/3RK3 w - - 0 28,-621
3r2k1/5p1p/3bp1p1/p7/8/8/1P3PPP/R3K3 b - - 1 28,-778
1r4k1/5p1p/3bp1p1/p7/8/8/1P3PPP/R3K3 w - - 2 29,-723
1r4k1/5p1p/3bp1p1/R7/8/8/1P3PPP/4K3 b - - 0 29,-1132
1r4k1/5p1p/4p1p1/R7/1b6/8/1P3PPP/4K3 w - - 1 30,-1098
1r4k1/5p1p/4p1p1/R7/1b6/8/1P3PPP/3K4 b - - 2 30,-1155
1r4k1/5p1p/4p1p1/b7/8/8/1P3PPP/3K4 w - - 0 31,-1135
r1bqkbnr/ppp2ppp/2np4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,96
